Stock Name,Sector,Classification,Month,Net Qty Bought,Approx. Buy Value(In Rs. cr) *
Tarsons Products Ltd.,Consumer Durables,Small-Cap,November-2025,22,0.00
Sai Silks (Kalamandir) Ltd.,Retail and Other Services,Small-Cap,November-2025,4,0.00
Den Networks Ltd.,Media and Communications,Small-Cap,November-2025,8,0.00
Pilani Investment And Industries Corporation Ltd.,Financials,Small-Cap,November-2025,1,0.00
Cantabil Retail India Ltd.,Textile,Small-Cap,November-2025,2,0.00
KIOCL Ltd.,Energy,Small-Cap,November-2025,2,0.00
Spandana Sphoorty Financial Ltd.,Financials,Small-Cap,November-2025,2,0.00
BF Investment Ltd.,Financials,Small-Cap,November-2025,1,0.00
Rupa & Company Ltd.,Textile,Small-Cap,November-2025,1,0.00
Sula Vineyards Ltd.,FMCG,Small-Cap,November-2025,4,0.00
Quick Heal Technologies Ltd.,Technology,Small-Cap,November-2025,1,0.00
Parag Milk Foods Ltd.,FMCG,Small-Cap,November-2025,4,0.00
SG Finserve Ltd.,Financials,Small-Cap,November-2025,2,0.00
Indostar Capital Finance Ltd.,Financials,Small-Cap,November-2025,2,0.00
Shalby Ltd.,Healthcare,Small-Cap,November-2025,39,0.00
Satin Creditcare Network Ltd.,Financials,Small-Cap,November-2025,5,0.00
IFGL Refractories Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
Magellanic Cloud Ltd.,Technology,Small-Cap,November-2025,17,0.00
Ideaforge Technology Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
Suraksha Diagnostic Ltd.,Healthcare,Small-Cap,November-2025,27,0.00
Imagicaaworld Entertainment Ltd.,Retail and Other Services,Small-Cap,November-2025,578,0.00
PDS Ltd.,Miscellaneous,Small-Cap,November-2025,4,0.00
Uniparts India Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
Prataap Snacks Ltd.,FMCG,Small-Cap,November-2025,1,0.00
Yasho Industries Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Gokul Agro Resources Ltd.,FMCG,Small-Cap,November-2025,5,0.00
Kwality Pharmaceuticals Ltd.,Healthcare,Small-Cap,November-2025,7,0.00
Muthoot Microfin Ltd.,Financials,Small-Cap,November-2025,3,0.00
PSP Projects Ltd.,Construction,Small-Cap,November-2025,1,0.00
Salasar Techno Engineering Ltd.,Capital Goods,Small-Cap,November-2025,55,0.00
Capacit'e Infraprojects Ltd.,Construction,Small-Cap,November-2025,4,0.00
Shree Ganesh Remedies Ltd.,Healthcare,Small-Cap,November-2025,5,0.00
GPT Healthcare Ltd.,Healthcare,Small-Cap,November-2025,39,0.00
ESAF Small Finance Bank Ltd.,Financials,Small-Cap,November-2025,12,0.00
SIRCA Paints India Ltd.,Miscellaneous,Small-Cap,November-2025,1,0.00
Solara Active Pharma Sciences Ltd.,Healthcare,Small-Cap,November-2025,41,0.00
RPSG Ventures Ltd.,Technology,Small-Cap,November-2025,1,0.00
Borosil Ltd.,Consumer Durables,Small-Cap,November-2025,3,0.00
Sigachi Industries Ltd.,Chemicals,Small-Cap,November-2025,251,0.00
India Pesticides Ltd.,Chemicals,Small-Cap,November-2025,1,0.00
Meghmani Organics Ltd.,Chemicals,Small-Cap,November-2025,8,0.00
Krsnaa Diagnostics Ltd.,Healthcare,Small-Cap,November-2025,27,0.00
Harsha Engineers International Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
DCX Systems Ltd.,Capital Goods,Small-Cap,November-2025,4,0.00
IKIO Technologies Ltd.,Capital Goods,Small-Cap,November-2025,1,0.00
Vishnu Prakash R Punglia Ltd.,Infrastructure,Small-Cap,November-2025,3,0.00

Disclaimer -   All necessary precautions have been taken to avoid any error 
 lapse or insufficiency in preparing this report ; however ; no representations 
 or warranties are made (express or implied) as to the reliability 
 accuracy or completeness of such information. The Company cannot 
be held liable for the contents of this report or for any action taken on its basis.
